VIN,Dealer,Make,MarketValue,Mileage,Model,Price,Year,modelYearId
1FMJU1HT8HEA58493,Sandy Sansing,Ford,32466.25,45701.0,Expedition,28991.0,2017,7734
1GYKNBRS4HZ205591,Sandy Sansing,Cadillac,27295.83333333333,28691.0,XT5,28991.0,2017,7585
5N1DR2MN1KC622385,Sandy Sansing,Nissan,25653.125,35908.0,Pathfinder,28994.0,2019,9760
1N4BL4FV1KC256228,Sandy Sansing,Nissan,22538.461538461543,4463.0,Altima,28995.0,2019,9215
1GNSCBKC6FR147924,Sandy Sansing,Chevrolet,28716.66666666667,113368.0,Tahoe,28995.0,2015,6950
3GCUKREC3EG518139,Sandy Sansing,Chevrolet,22434.821428571428,83601.0,Silverado 1500,28999.0,2014,6649
5TFUW5F14EX406844,Sandy Sansing,Toyota,2600.0,83138.0,Tundra 4WD Truck,29000.0,2014,0
4T1B61HK3KU183033,Sandy Sansing,Toyota,25032.5,22229.0,Camry,29000.0,2019,9771
5TDKKRFH5GS149693,Sandy Sansing,Toyota,24384.375,41395.0,Highlander,29000.0,2016,7495
1GCVKREC7JZ126697,Sandy Sansing,Chevrolet,31433.796296296296,80820.0,Silverado 1500,29000.0,2018,8753
3GNKBBRA1LS600931,Sandy Sansing,Chevrolet,2600.0,5008.0,Blazer,29000.0,2020,0
2C3CDZAGXHH636437,Sandy Sansing,Dodge,34991.666666666664,26348.0,Challenger,29042.0,2017,7714
1GTG6DE35G1162718,Sandy Sansing,Gmc,22539.58333333333,33979.0,Canyon,29155.0,2016,7387
5N1DR2MMXKC620500,Sandy Sansing,Nissan,25653.125,27333.0,Pathfinder,29175.0,2019,9760
1C4RJFBG1KC712066,Sandy Sansing,Jeep,39634.09090909091,37132.0,Grand Cherokee,29188.0,2019,9682
2C3CCAEG7KH722441,Sandy Sansing,Chrysler,24046.875,8369.0,300,29250.0,2019,9671
1C4RJEAG4KC602740,Sandy Sansing,Jeep,39634.09090909091,26030.0,Grand Cherokee,29250.0,2019,9682
1GCRCREC8EZ206160,Sandy Sansing,Chevrolet,22434.821428571428,36289.0,Silverado 1500,29326.0,2014,6649
1C4AJWAG4HL536735,Sandy Sansing,Jeep,,20417.0,Wrangler,29500.0,2017,7743
JM3TCACY9J0200864,Sandy Sansing,Mazda,26435.714285714286,23286.0,CX-9,29500.0,2018,8817
1GTG5DEN2H1219267,Sandy Sansing,Gmc,25994.642857142866,39158.0,Canyon,29500.0,2017,7587
3GCNWAEH3KG286692,Sandy Sansing,Chevrolet,39582.738095238084,6459.0,Silverado 1500,29500.0,2019,9174
5N1DR2CN2LC594583,Sandy Sansing,Nissan,2600.0,21082.0,Pathfinder,29500.0,2020,0
1GCRCPEC3GZ389071,Sandy Sansing,Chevrolet,26481.818181818184,20891.0,Silverado 1500,29521.0,2016,7512
5TFEZ5CN5HX022577,Sandy Sansing,Toyota,30339.772727272728,119892.0,Tacoma,29539.0,2017,7761
5GAKRCKD3HJ107938,Sandy Sansing,Buick,24920.0,40457.0,Enclave,29849.0,2017,7660
JTMC1RFV4KD009104,Sandy Sansing,Toyota,27750.0,13632.0,RAV4,29899.0,2019,9261
1FTFW1ET9EFA41734,Sandy Sansing,Ford,20123.61111111111,98478.0,F-150,29900.0,2014,6795
5UXKR0C51G0P19840,Sandy Sansing,Bmw,30062.5,40389.0,X5,29910.0,2016,7332
1HGCV2F91JA033215,Sandy Sansing,Honda,2600.0,28779.0,Accord Sedan,29925.0,2018,0
WBA8B9G57HNU51764,Sandy Sansing,Bmw,25282.69230769231,10778.0,3 Series,29985.0,2017,7710
1C4RDHDG0HC805685,Sandy Sansing,Dodge,26293.75,25980.0,Durango,29988.0,2017,7814
1FTER4EH4KLB12139,Sandy Sansing,Ford,29863.46153846154,2611.0,Ranger,29991.0,2019,9180
1GNSKCKC2FR171730,Sandy Sansing,Chevrolet,28716.66666666667,135447.0,Tahoe,29991.0,2015,6950
2C3CDXHG1LH137092,Sandy Sansing,Dodge,2600.0,13623.0,Charger,29991.0,2020,0
1FBAX2CM4KKA10780,Sandy Sansing,Ford,2600.0,9371.0,Transit Passenger Wagon,29991.0,2019,0
1G1FB1RS0J0153681,Sandy Sansing,Chevrolet,33837.5,3413.0,Camaro,29991.0,2018,8481
2C4RC1BG3LR140200,Sandy Sansing,Chrysler,2600.0,33190.0,Pacifica,29995.0,2020,0
5TDBZRFH7KS972338,Sandy Sansing,Toyota,34261.76470588235,30267.0,Highlander,29995.0,2019,9772
5N1DR2MM8KC619815,Sandy Sansing,Nissan,25653.125,27503.0,Pathfinder,29995.0,2019,9760
1N6AA1EK6HN528560,Sandy Sansing,Nissan,26712.5,39348.0,Titan,30000.0,2017,7634
1GYKNBRS3HZ187052,Sandy Sansing,Cadillac,27295.83333333333,34493.0,XT5,30000.0,2017,7585
1N4AL4FV7KC225383,Sandy Sansing,Nissan,22538.461538461543,4209.0,Altima,30000.0,2019,9215
1C4RDHAG1JC494617,Sandy Sansing,Dodge,31044.444444444438,18352.0,Durango,30000.0,2018,8134
JM3TCACY9J0222282,Sandy Sansing,Mazda,26435.714285714286,26052.0,CX-9,30000.0,2018,8817
1C4RJFAG4JC225847,Sandy Sansing,Jeep,35447.72727272727,45294.0,Grand Cherokee,30000.0,2018,8228
1GCGSBEN9K1306961,Sandy Sansing,Chevrolet,29688.09523809524,4619.0,Colorado,30215.0,2019,9573
JTJYARBZ0H2074855,Sandy Sansing,Lexus,27570.0,25984.0,NX,30335.0,2017,7724
1N6AD0ER1KN771134,Sandy Sansing,Nissan,26088.09523809524,11343.0,Frontier,30500.0,2019,9836
1GCGTDEN4H1265771,Sandy Sansing,Chevrolet,26456.66666666667,64014.0,Colorado,30500.0,2017,7871
1GCGTCENXJ1279030,Sandy Sansing,Chevrolet,28238.09523809524,20070.0,Colorado,30500.0,2018,8873
1GCGTDEN9H1189464,Sandy Sansing,Chevrolet,26456.66666666667,50869.0,Colorado,30500.0,2017,7871
1GCVKREH1HZ122263,Sandy Sansing,Chevrolet,29153.22580645161,29844.0,Silverado 1500,30500.0,2017,7788
3GCPCSECXEG318182,Sandy Sansing,Chevrolet,22434.821428571428,70350.0,Silverado 1500,30524.0,2014,6649
5TDYZ3DC0LS028543,Sandy Sansing,Toyota,2600.0,40024.0,Sienna,30579.0,2020,0
1GKKNULS8KZ268134,Sandy Sansing,Gmc,28427.272727272728,46987.0,Acadia,30610.0,2019,9322
58ABK1GG0HU054158,Sandy Sansing,Lexus,25987.5,17192.0,ES,30635.0,2017,7721
1FTEX1CP3JFB22513,Sandy Sansing,Ford,34787.5,32453.0,F-150,30725.0,2018,8096
1C4RDHDG9KC647323,Sandy Sansing,Dodge,33694.444444444445,32082.0,Durango,30788.0,2019,9626
1FM5K7D86HGD15974,Sandy Sansing,Ford,26625.0,32200.0,Explorer,30798.0,2017,7733
1GKKNULS0KZ222720,Sandy Sansing,Gmc,28427.272727272728,40297.0,Acadia,30899.0,2019,9322
2LMPJ6LR8HBL45022,Sandy Sansing,Lincoln,24209.375,26344.0,MKX,30991.0,2017,7713
WDDSJ4EB3JN542968,Sandy Sansing,Mercedes-benz,31508.33333333333,14725.0,CLA,30998.0,2018,8503
55SWF4KB7JU268544,Sandy Sansing,Mercedes-benz,,40392.0,C-Class,31000.0,2018,8613
1GYKNERS3JZ222857,Sandy Sansing,Cadillac,28471.42857142857,42854.0,XT5,31000.0,2018,8941
1FM5K8GT0HGA55559,Sandy Sansing,Ford,26625.0,75503.0,Explorer,31198.0,2017,7733
1V2WR2CA4KC558742,Sandy Sansing,Volkswagen,31496.153846153848,33062.0,Atlas,31250.0,2019,9779
1N6BA1F38HN572605,Sandy Sansing,Nissan,28072.91666666667,67934.0,Titan XD,31350.0,2017,7901
5N1DL0MN4JC519949,Sandy Sansing,Infiniti,,24291.0,QX60,31458.0,2018,8961
WDDPK5HA7GF116554,Sandy Sansing,Mercedes-benz,,32360.0,SLK,31488.0,2016,7430
5UXWZ7C50H0V85897,Sandy Sansing,Bmw,25825.0,36634.0,X3,31488.0,2017,7694
1GTV2LEC0GZ392472,Sandy Sansing,Gmc,27469.444444444438,51128.0,Sierra 1500,31500.0,2016,7555
1GCRCREC6HZ182073,Sandy Sansing,Chevrolet,29153.22580645161,37652.0,Silverado 1500,31500.0,2017,7788
ZASFAKPNXJ7B87347,Sandy Sansing,Alfa romeo,32525.0,19263.0,Stelvio,31525.0,2018,8053
3GNKBDRSXLS531175,Sandy Sansing,Chevrolet,2600.0,17233.0,Blazer,31525.0,2020,0
3C6RR6LT6HG592198,Sandy Sansing,Ram,28240.83333333333,30610.0,1500,31725.0,2017,7789
3GTP1NEC8GG279327,Sandy Sansing,Gmc,27469.444444444438,87727.0,Sierra 1500,31725.0,2016,7555
1GCGSBEN8K1186571,Sandy Sansing,Chevrolet,29688.09523809524,22189.0,Colorado,31900.0,2019,9573
2C3CDZBT5LH124749,Sandy Sansing,Dodge,2600.0,18278.0,Challenger,31988.0,2020,0
1C4RDJDG9HC847330,Sandy Sansing,Dodge,26293.75,38847.0,Durango,31991.0,2017,7814
3GCPCREC3HG116507,Sandy Sansing,Chevrolet,29153.22580645161,75099.0,Silverado 1500,31991.0,2017,7788
2LMPJ6LR3HBL24207,Sandy Sansing,Lincoln,24209.375,20750.0,MKX,31991.0,2017,7713
SAJAK4BV8HCP10712,Sandy Sansing,Jaguar,24805.263157894737,30871.0,XE,31991.0,2017,7282
5TFAX5GN9KX164713,Sandy Sansing,Toyota,2600.0,14831.0,Tacoma 2WD,31991.0,2019,0
1FM5K7FHXHGC10254,Sandy Sansing,Ford,26625.0,25211.0,Explorer,32000.0,2017,7733
JTEBU5JR9G5306937,Sandy Sansing,Toyota,28380.555555555562,79526.0,4Runner,32000.0,2016,7492
1GTG5BEA8L1109978,Sandy Sansing,Gmc,2600.0,6549.0,Canyon,32000.0,2020,0
1GCGTDEN8H1332923,Sandy Sansing,Chevrolet,26456.66666666667,51996.0,Colorado,32014.0,2017,7871
JN8AZ2NF1H9644136,Sandy Sansing,Infiniti,39290.0,91401.0,QX80,32156.0,2017,7837
1GNEVJKW4JJ248222,Sandy Sansing,Chevrolet,28477.272727272728,46310.0,Traverse,32250.0,2018,8072
2GTR1LEC6K1179760,Sandy Sansing,Gmc,2600.0,12182.0,Sierra 1500 Limited,32300.0,2019,0
2GTR1LEC4K1178221,Sandy Sansing,Gmc,2600.0,16568.0,Sierra 1500 Limited,32300.0,2019,0
2GTR1LECXK1178787,Sandy Sansing,Gmc,2600.0,15448.0,Sierra 1500 Limited,32300.0,2019,0
2GTR1LEC9K1178845,Sandy Sansing,Gmc,2600.0,11462.0,Sierra 1500 Limited,32300.0,2019,0
1GNEVHKW2JJ210738,Sandy Sansing,Chevrolet,28477.272727272728,60486.0,Traverse,32312.0,2018,8072
WBXYJ3C38JEJ81492,Sandy Sansing,Bmw,25500.0,16692.0,X2,32488.0,2018,9114
WBA8B3G31HNU35703,Sandy Sansing,Bmw,25282.69230769231,37624.0,3 Series,32488.0,2017,7710
1GKKNPLS1HZ268454,Sandy Sansing,Gmc,23809.615384615387,36068.0,Acadia,32499.0,2017,7615
1C6RR6LTXJS123775,Sandy Sansing,Ram,30664.204545454544,34910.0,1500,32500.0,2018,8947
2C4RC1N77JR359363,Sandy Sansing,Chrysler,23135.0,27572.0,Pacifica,32525.0,2018,8975
5TDYZRFH0JS271472,Sandy Sansing,Toyota,30789.70588235294,38004.0,Highlander,32603.0,2018,8993
1G1FH1R71G0175868,Sandy Sansing,Chevrolet,25718.75,62416.0,Camaro,32680.0,2016,7396
2C4RC1GG4KR590929,Sandy Sansing,Chrysler,25841.66666666667,44939.0,Pacifica,32725.0,2019,9627
2C3CDZBT1KH655364,Sandy Sansing,Dodge,40681.25,40600.0,Challenger,32736.0,2019,9625
5J8YD3H59JL001187,Sandy Sansing,Acura,,40475.0,MDX,32935.0,2018,8394
WBXYJ3C51K5N58649,Sandy Sansing,Bmw,31950.0,27199.0,X2,32985.0,2019,9674
WBA8B3G54HNU35566,Sandy Sansing,Bmw,25282.69230769231,40268.0,3 Series,32985.0,2017,7710
1GCGSCEN7L1129009,Sandy Sansing,Chevrolet,2600.0,16274.0,Colorado,32987.0,2020,0
2LMPJ6LR7HBL47098,Sandy Sansing,Lincoln,24209.375,15243.0,MKX,32991.0,2017,7713
1LN6L9SK3H5602177,Sandy Sansing,Lincoln,27309.375,7609.0,Continental,32991.0,2017,7338
2LMPJ6LR9HBL14541,Sandy Sansing,Lincoln,24209.375,29210.0,MKX,32991.0,2017,7713
3GCPCREC3JG145009,Sandy Sansing,Chevrolet,31433.796296296296,59932.0,Silverado 1500,33000.0,2018,8753
JTHBA1D28K5085651,Sandy Sansing,Lexus,,14109.0,IS,33000.0,2019,9743
1C6RR6TT6HS629291,Sandy Sansing,Ram,28240.83333333333,31925.0,1500,33000.0,2017,7789
1GCGTDEN4H1179165,Sandy Sansing,Chevrolet,26456.66666666667,35836.0,Colorado,33000.0,2017,7871
3C6RR6KT5JG269610,Sandy Sansing,Ram,30664.204545454544,25486.0,1500,33000.0,2018,8947
1C6RR7YT4GS106302,Sandy Sansing,Ram,25197.580645161288,99844.0,1500,33000.0,2016,7543
2C4RC1BG3LR165999,Sandy Sansing,Chrysler,2600.0,5917.0,Pacifica,33250.0,2020,0
1N6AA1EK8HN531363,Sandy Sansing,Nissan,26712.5,9472.0,Titan,33455.0,2017,7634
1GCVKREH9HZ353542,Sandy Sansing,Chevrolet,29153.22580645161,34318.0,Silverado 1500,33495.0,2017,7788
1GCVKREC0JZ313568,Sandy Sansing,Chevrolet,31433.796296296296,48232.0,Silverado 1500,33800.0,2018,8753
1GCVKREH4HZ170310,Sandy Sansing,Chevrolet,29153.22580645161,21964.0,Silverado 1500,33818.0,2017,7788
1N6AA1EK8KN517048,Sandy Sansing,Nissan,33483.333333333336,16811.0,Titan,33855.0,2019,9763
5N1AZ2MS2KN139677,Sandy Sansing,Nissan,26915.625,25897.0,Murano,33900.0,2019,9758
1FMJK1KT3HEA45584,Sandy Sansing,Ford,2600.0,76951.0,Expedition EL,33950.0,2017,0
5TFCZ5AN1HX083354,Sandy Sansing,Toyota,30339.772727272728,78431.0,Tacoma,33962.0,2017,7761
3GCUKREC6HG192132,Sandy Sansing,Chevrolet,29153.22580645161,87773.0,Silverado 1500,33978.0,2017,7788
1C4RDJDG3KC651682,Sandy Sansing,Dodge,33694.444444444445,36494.0,Durango,33990.0,2019,9626
5GAERBKW4LJ103592,Sandy Sansing,Buick,2600.0,29820.0,Enclave,33995.0,2020,0
2C3CDZBT3KH639358,Sandy Sansing,Dodge,40681.25,17047.0,Challenger,33995.0,2019,9625
3GCUKRECXHG271299,Sandy Sansing,Chevrolet,29153.22580645161,57132.0,Silverado 1500,34000.0,2017,7788
JN8AY2NC3K9584814,Sandy Sansing,Nissan,38241.66666666666,40762.0,Armada,34044.0,2019,9755
1C6RR7NT1GS363812,Sandy Sansing,Ram,25197.580645161288,40832.0,1500,34102.0,2016,7543
1FT7W2BT8GED26383,Sandy Sansing,Ford,2600.0,125898.0,Super Duty F-250 SRW,34190.0,2016,0
1N6AA1EK8KN505501,Sandy Sansing,Nissan,33483.333333333336,15428.0,Titan,34250.0,2019,9763
3TMAZ5CN5KM097310,Sandy Sansing,Toyota,2600.0,16477.0,Tacoma 2WD,34263.0,2019,0
2C4RC1GG2KR681777,Sandy Sansing,Chrysler,25841.66666666667,17880.0,Pacifica,34525.0,2019,9627
1C6RR6TT8LS135832,Sandy Sansing,Ram,2600.0,9078.0,1500 Classic,34725.0,2020,0
ZARFANBN3K7617020,Sandy Sansing,Alfa romeo,36705.0,25184.0,Giulia,34725.0,2019,9628
1GCRWCED8LZ176135,Sandy Sansing,Chevrolet,2600.0,21224.0,Silverado 1500,34800.0,2020,0
1FTEW1EP1HFB32418,Sandy Sansing,Ford,33840.625,42585.0,F-150,34819.0,2017,7787
5BZBF0AA0KN852773,Sandy Sansing,Nissan,2600.0,9307.0,NV Passenger,34900.0,2019,0
1FTEW1CP9JFD79386,Sandy Sansing,Ford,34787.5,34905.0,F-150,34988.0,2018,8096
1C4RJFBG4KC724468,Sandy Sansing,Jeep,39634.09090909091,31500.0,Grand Cherokee,34990.0,2019,9682
1GCGTDEN4J1230167,Sandy Sansing,Chevrolet,28238.09523809524,28475.0,Colorado,35000.0,2018,8873
1FTEW1CB3JKE79141,Sandy Sansing,Ford,34787.5,35616.0,F-150,35055.0,2018,8096
1C6RR6TT8LS134907,Sandy Sansing,Ram,2600.0,4458.0,1500 Classic,35250.0,2020,0
WBA5R1C53KFH26816,Sandy Sansing,Bmw,36520.0,20909.0,3 Series,35288.0,2019,9668
WBA5R1C58KFH01488,Sandy Sansing,Bmw,36520.0,20818.0,3 Series,35288.0,2019,9668
1GCVKREC5HZ200743,Sandy Sansing,Chevrolet,29153.22580645161,15337.0,Silverado 1500,35359.0,2017,7788
WBA5R1C51KFH11330,Sandy Sansing,Bmw,36520.0,20061.0,3 Series,35488.0,2019,9668
WBA4J1C55KBM18621,Sandy Sansing,Bmw,37677.083333333336,10518.0,4 Series,35488.0,2019,9294
1N6AA1E54HN508902,Sandy Sansing,Nissan,26712.5,50037.0,Titan,35500.0,2017,7634
1GCRWCED0LZ164187,Sandy Sansing,Chevrolet,2600.0,23970.0,Silverado 1500,35500.0,2020,0
1FTEW1C54KKC37843,Sandy Sansing,Ford,38535.795454545456,28.0,F-150,35586.0,2019,9675
1FA6P8CF5H5305521,Sandy Sansing,Ford,26952.777777777777,30274.0,Mustang,35900.0,2017,7717
WBA5R1C50KFH26918,Sandy Sansing,Bmw,36520.0,20594.0,3 Series,35985.0,2019,9668
5TFGZ5AN7GX032831,Sandy Sansing,Toyota,27687.5,41167.0,Tacoma,35988.0,2016,7270
3GNKBDRS9KS644162,Sandy Sansing,Chevrolet,31917.5,23712.0,Blazer,35989.0,2019,9615
SALVR2BG6HH190510,Sandy Sansing,Land rover,33000.0,30578.0,Range Rover Evoque,35991.0,2017,7650
1C4RJFBG4KC756658,Sandy Sansing,Jeep,39634.09090909091,22903.0,Grand Cherokee,35991.0,2019,9682
JTEBU5JR6K5645535,Sandy Sansing,Toyota,37470.454545454544,35008.0,4Runner,35991.0,2019,9770
1C6RR6TT5KS657638,Sandy Sansing,Ram,,26572.0,1500 Classic,35991.0,2019,9685
WBA5R1C52KFH11241,Sandy Sansing,Bmw,36520.0,20713.0,3 Series,35998.0,2019,9668
WBA5R1C52KAK12630,Sandy Sansing,Bmw,36520.0,15869.0,3 Series,35998.0,2019,9668
5UXKR2C38H0X05977,Sandy Sansing,Bmw,37179.16666666666,52188.0,X5,35998.0,2017,7793
3TMCZ5AN0HM087840,Sandy Sansing,Toyota,30339.772727272728,32200.0,Tacoma,36000.0,2017,7761
1FTEW1CP3KKC00980,Sandy Sansing,Ford,38535.795454545456,19521.0,F-150,36000.0,2019,9675
1GCGTDEN8J1281932,Sandy Sansing,Chevrolet,28238.09523809524,15505.0,Colorado,36000.0,2018,8873
5TDJGRFHXKS053760,Sandy Sansing,Toyota,34261.76470588235,23074.0,Highlander,36005.0,2019,9772
3GCPCREC4JG488525,Sandy Sansing,Chevrolet,31433.796296296296,10116.0,Silverado 1500,36427.0,2018,8753
1FTEW1CP7KFC97383,Sandy Sansing,Ford,38535.795454545456,9391.0,F-150,36456.0,2019,9675
WBA5R1C59KAK12348,Sandy Sansing,Bmw,36520.0,20162.0,3 Series,36488.0,2019,9668
3GTU2NEC7HG112667,Sandy Sansing,Gmc,30288.888888888887,94710.0,Sierra 1500,36497.0,2017,7596
5TFCZ5AN2HX111467,Sandy Sansing,Toyota,30339.772727272728,57072.0,Tacoma,36500.0,2017,7761
1GCVKREC3HZ282200,Sandy Sansing,Chevrolet,29153.22580645161,28469.0,Silverado 1500,36500.0,2017,7788
5N1AZ2MJ3KN133071,Sandy Sansing,Nissan,26915.625,8400.0,Murano,36500.0,2019,9758
1FTEW1C45LFA22196,Sandy Sansing,Ford,2600.0,26354.0,F-150,36500.0,2020,0
1GYFZCR47LF036173,Sandy Sansing,Cadillac,2600.0,20208.0,XT4,36899.0,2020,0
WBA4J5C57JBF06594,Sandy Sansing,Bmw,33047.916666666664,26935.0,4 Series,36985.0,2018,8156
1FM5K8HT2HGD00151,Sandy Sansing,Ford,26625.0,31947.0,Explorer,36991.0,2017,7733
1C6RR7LT5KS702602,Sandy Sansing,Ram,,46349.0,1500 Classic,36994.0,2019,9685
JN8AY2NE1H9702756,Sandy Sansing,Nissan,30779.16666666667,60138.0,Armada,37000.0,2017,7628
1C6RR7TT3KS566759,Sandy Sansing,Ram,,39006.0,1500 Classic,37000.0,2019,9685
1C6RREDT7LN121265,Sandy Sansing,Ram,2600.0,22579.0,1500,37000.0,2020,0
5UXTY3C07LLU72832,Sandy Sansing,Bmw,2600.0,22350.0,X3,37588.0,2020,0
3GCUKREC2GG350058,Sandy Sansing,Chevrolet,26481.818181818184,28436.0,Silverado 1500,37650.0,2016,7512
3GCPWCED0KG107851,Sandy Sansing,Chevrolet,39582.738095238084,28097.0,Silverado 1500,37813.0,2019,9174
LYV102RK0JB086869,Sandy Sansing,Volvo,38358.333333333336,25574.0,XC60,37885.0,2018,8176
WBA5R7C51KFH28082,Sandy Sansing,Bmw,36520.0,21396.0,3 Series,37889.0,2019,9668
5N1AZ2MJ8KN117898,Sandy Sansing,Nissan,26915.625,4205.0,Murano,37900.0,2019,9758
WBA5R7C52KFH29726,Sandy Sansing,Bmw,36520.0,19790.0,3 Series,37998.0,2019,9668
WBA4U7C5XH5D43404,Sandy Sansing,Bmw,28797.91666666667,44942.0,4 Series,37998.0,2017,7711
3GTU2MEC0JG183998,Sandy Sansing,Gmc,32937.5,37004.0,Sierra 1500,38000.0,2018,8878
1C6RR7TT3LS101805,Sandy Sansing,Ram,2600.0,15333.0,1500 Classic,38000.0,2020,0
1FTEW1EF6HFA07423,Sandy Sansing,Ford,33840.625,32744.0,F-150,38000.0,2017,7787
3GNKBERS6LS554510,Sandy Sansing,Chevrolet,2600.0,14000.0,Blazer,38000.0,2020,0
1GCVKREC5JZ361454,Sandy Sansing,Chevrolet,31433.796296296296,18637.0,Silverado 1500,38023.0,2018,8753
1GCRYDED5LZ143027,Sandy Sansing,Chevrolet,2600.0,16083.0,Silverado 1500,38055.0,2020,0
1FTEW1C5XLFA22106,Sandy Sansing,Ford,2600.0,15503.0,F-150,38250.0,2020,0
1GCPWDED1KZ117388,Sandy Sansing,Chevrolet,39582.738095238084,59684.0,Silverado 1500,38483.0,2019,9174
5UXTR7C54KLR53748,Sandy Sansing,Bmw,38525.0,21358.0,X3,38488.0,2019,9293
WDDZF4JB5JA341537,Sandy Sansing,Mercedes-benz,51145.454545454544,27342.0,E-Class,38488.0,2018,8112
1GTV2NEC8HZ258872,Sandy Sansing,Gmc,30288.888888888887,30117.0,Sierra 1500,38500.0,2017,7596
1C4RDJDG9LC184303,Sandy Sansing,Dodge,2600.0,20329.0,Durango,38525.0,2020,0
5TFUW5F18HX677460,Sandy Sansing,Toyota,2600.0,40707.0,Tundra 4WD,38675.0,2017,0
5TFDW5F10JX697613,Sandy Sansing,Toyota,,69370.0,Tundra,38822.0,2018,8136
3GCUKREC9JG641597,Sandy Sansing,Chevrolet,31433.796296296296,85573.0,Silverado 1500,38827.0,2018,8753
JTEBU5JR5J5486960,Sandy Sansing,Toyota,34525.0,64033.0,4Runner,38832.0,2018,8855
5UXTR7C53KLF26161,Sandy Sansing,Bmw,38525.0,19479.0,X3,38885.0,2019,9293
5UXTR7C5XKLR53883,Sandy Sansing,Bmw,38525.0,21213.0,X3,38889.0,2019,9293
1C4RJEBG5LC128264,Sandy Sansing,Jeep,2600.0,35729.0,Grand Cherokee,38891.0,2020,0
1GCVKREC8HZ347512,Sandy Sansing,Chevrolet,29153.22580645161,12765.0,Silverado 1500,38962.0,2017,7788
1FTFW1EG1HFC08806,Sandy Sansing,Ford,33840.625,65374.0,F-150,38989.0,2017,7787
1FM5K8HT3JGC40158,Sandy Sansing,Ford,28668.75,26535.0,Explorer,38991.0,2018,8233
1FTEW1E56JFE73902,Sandy Sansing,Ford,34787.5,16621.0,F-150,38991.0,2018,8096
1FTEW1EB3KFC12167,Sandy Sansing,Ford,38535.795454545456,39205.0,F-150,38994.0,2019,9675
3GTU2NECXHG391306,Sandy Sansing,Gmc,30288.888888888887,55593.0,Sierra 1500,39000.0,2017,7596
1GCUKREC8HF231210,Sandy Sansing,Chevrolet,29153.22580645161,42245.0,Silverado 1500,39000.0,2017,7788
1C4RDHDG9LC301628,Sandy Sansing,Dodge,2600.0,7921.0,Durango,39036.0,2020,0
1N6AA1EJ4KN525039,Sandy Sansing,Nissan,33483.333333333336,11881.0,Titan,39288.0,2019,9763
3GCPWCED4LG158092,Sandy Sansing,Chevrolet,2600.0,39193.0,Silverado 1500,39365.0,2020,0
3C63R3GL6JG134178,Sandy Sansing,Ram,36929.46428571428,88006.0,3500,39434.0,2018,8949
1C4HJXDN4LW172709,Sandy Sansing,Jeep,2600.0,14788.0,Wrangler Unlimited,39500.0,2020,0
1C6RR6LM6KS500029,Sandy Sansing,Ram,30664.204545454544,16429.0,1500,39725.0,2018,8947
1GNSCJKC5HR148639,Sandy Sansing,Chevrolet,40809.375,80336.0,Suburban,39750.0,2017,7730
1GKKNPLS6LZ135701,Sandy Sansing,Gmc,2600.0,35019.0,Acadia,39867.0,2020,0
5UXTY3C0XLLU69665,Sandy Sansing,Bmw,2600.0,25484.0,X3,39885.0,2020,0
5UXTR7C52KLR52081,Sandy Sansing,Bmw,38525.0,20523.0,X3,39885.0,2019,9293
5UXTR7C51KLR51617,Sandy Sansing,Bmw,38525.0,19587.0,X3,39998.0,2019,9293
5UXTR7C51KLR51844,Sandy Sansing,Bmw,38525.0,13329.0,X3,39998.0,2019,9293
3GCPWBEF0KG295489,Sandy Sansing,Chevrolet,39582.738095238084,8529.0,Silverado 1500,40000.0,2019,9174
3GCUKRECXHG456033,Sandy Sansing,Chevrolet,29153.22580645161,54149.0,Silverado 1500,40000.0,2017,7788
3GCUKPEC3JG599190,Sandy Sansing,Chevrolet,31433.796296296296,7191.0,Silverado 1500,40000.0,2018,8753
3GCPWCED7LG135373,Sandy Sansing,Chevrolet,2600.0,25198.0,Silverado 1500,40000.0,2020,0
3GCPWCED9LG111530,Sandy Sansing,Chevrolet,2600.0,11451.0,Silverado 1500,40000.0,2020,0
1GCRYDED4LZ151040,Sandy Sansing,Chevrolet,2600.0,9316.0,Silverado 1500,40300.0,2020,0
1C6SRFFT3KN839415,Sandy Sansing,Ram,34592.41071428572,19412.0,1500,40325.0,2019,9178
5TDBY5G10KS169786,Sandy Sansing,Toyota,45196.875,29930.0,Sequoia,40585.0,2019,9775
1FTEW1E56LFA20236,Sandy Sansing,Ford,2600.0,19348.0,F-150,40620.0,2020,0
1GCPWCED5KZ178978,Sandy Sansing,Chevrolet,39582.738095238084,29420.0,Silverado 1500,40631.0,2019,9174
3GCUKREC8HG319155,Sandy Sansing,Chevrolet,29153.22580645161,32493.0,Silverado 1500,40632.0,2017,7788
1FMSK8DHXLGB65238,Sandy Sansing,Ford,2600.0,7033.0,Explorer,40881.0,2020,0
5UXTY3C06LLU69923,Sandy Sansing,Bmw,2600.0,8643.0,X3,40988.0,2020,0
1FTEW1EP3JFD60135,Sandy Sansing,Ford,34787.5,21067.0,F-150,40991.0,2018,8096
1FTEW1CP1KFA39263,Sandy Sansing,Ford,38535.795454545456,18396.0,F-150,41250.0,2019,9675
1GNSKBKC3HR247937,Sandy Sansing,Chevrolet,37837.5,67285.0,Tahoe,41500.0,2017,7729
1GTR1NEC1JZ264040,Sandy Sansing,Gmc,32937.5,9083.0,Sierra 1500,41549.0,2018,8878
