,Dealer,Manufacturer,MarketValue,Mileage,Model,Price,VIN,Year,modelYearId
549,Sandy Sansing,Chevrolet,,49752.0,Trax,14381,3GNCJLSB7FL244113,2015,7031
550,Sandy Sansing,Toyota,14557.142857142857,82185.0,Corolla,14455,2T1BURHE0HC888123,2017,7763
551,Sandy Sansing,Nissan,15183.333333333334,38388.0,Versa Note,14500,3N1CE2CP6KL359591,2019,9864
552,Sandy Sansing,Mazda,2600.0,96798.0,Mazda3 4-Door,14500,3MZBN1V74HM106592,2017,0
553,Sandy Sansing,Ford,16332.5,52435.0,Focus,14546,1FADP3H20JL212004,2018,8695
554,Sandy Sansing,Mercedes-Benz,11325.0,50386.0,SLK,14553,WDBWK56F88F182566,2008,5087
555,Sandy Sansing,Chevrolet,16730.0,65312.0,Malibu,14564,1G1ZB5ST3HF245785,2017,7802
556,Sandy Sansing,Mazda,13175.0,94199.0,CX-5,14657,JM3KE4CY4F0547016,2015,7005
557,Sandy Sansing,Nissan,15421.42857142857,83280.0,Altima,14682,1N4AL3APXHC201753,2017,7756
558,Sandy Sansing,Toyota,14557.142857142857,72775.0,Corolla,14700,5YFBURHE5HP658237,2017,7763
559,Sandy Sansing,Chevrolet,13439.285714285714,65539.0,Cruze,14702,1G1BE5SMXH7162978,2017,7612
560,Sandy Sansing,Kia,13329.166666666666,35732.0,Forte,14721,3KPFL4A79HE009478,2017,7614
561,Sandy Sansing,Mazda,2600.0,81697.0,Mazda6,14751,JM1GJ1W59F1200639,2015,0
562,Sandy Sansing,Ford,16332.5,16414.0,Focus,14802,1FADP3K25JL319087,2018,8695
563,Sandy Sansing,Nissan,14925.0,65668.0,Sentra,14875,3N1AB7AP6JY218537,2018,8479
564,Sandy Sansing,Ford,15255.0,46368.0,Focus,14887,1FADP3K24HL282351,2017,7825
565,Sandy Sansing,Jeep,10979.166666666666,68678.0,Patriot,14900,1C4NJPFB5FD118180,2015,7152
566,Sandy Sansing,Hyundai,15568.75,30818.0,Accent,14948,3KPC24A34KE042799,2019,9723
567,Sandy Sansing,Subaru,2600.0,97961.0,Impreza Sedan WRX,14991,JF1GV8J69BL522926,2011,0
568,Sandy Sansing,Hyundai,13708.333333333334,31566.0,Elantra,15000,5NPD84LF8HH008671,2017,7556
569,Sandy Sansing,Chevrolet,13439.285714285714,30579.0,Cruze,15000,3G1BE6SM9HS515301,2017,7612
570,Sandy Sansing,Volkswagen,12503.125,47802.0,Tiguan,15250,WVGAV7AX5FW612321,2015,7060
571,Sandy Sansing,Nissan,11121.875,48134.0,Altima,15448,1N4AL3AP2FC285080,2015,7106
572,Sandy Sansing,Volkswagen,15125.0,35843.0,Passat,15488,1VWAT7A35GC020330,2016,7423
573,Sandy Sansing,Chevrolet,16730.0,42349.0,Malibu,15500,1G1ZB5ST8HF191738,2017,7802
574,Sandy Sansing,Hyundai,2600.0,7969.0,Accent,15746,3KPC24A60LE117056,2020,0
575,Sandy Sansing,Buick,,83546.0,Enclave,15788,5GAKRBKDXEJ369588,2014,6734
576,Sandy Sansing,Nissan,16296.875,43828.0,Sentra,15889,3N1AB7AP7KY286928,2019,9762
577,Sandy Sansing,Hyundai,21662.5,20271.0,Sonata,15898,5NPE24AF5KH734245,2019,9823
578,Sandy Sansing,Honda,2600.0,48317.0,Civic Coupe,15900,2HGFG3B82FH528381,2015,0
579,Sandy Sansing,Mitsubishi,,27615.0,Outlander Sport,15900,JA4AP3AU9HZ040968,2017,7590
580,Sandy Sansing,Toyota,9733.333333333334,78355.0,Camry,15900,4T1BK1FK2CU518086,2012,6150
581,Sandy Sansing,Ford,15770.0,68582.0,Escape,15914,1FMCU9GD4HUA69126,2017,7588
582,Sandy Sansing,Hyundai,13708.333333333334,33476.0,Elantra,15990,KMHD74LF4HU417741,2017,7556
583,Sandy Sansing,Hyundai,16163.636363636364,22349.0,Elantra,15991,5NPD84LF9KH484676,2019,9724
584,Sandy Sansing,Chevrolet,13439.285714285714,10067.0,Cruze,15991,3G1BE6SMXHS535539,2017,7612
585,Sandy Sansing,Nissan,16296.875,30548.0,Sentra,15991,3N1AB7AP3KY366873,2019,9762
586,Sandy Sansing,Ford,13817.857142857143,118008.0,Explorer,15995,1FM5K7D85DGB04114,2013,6373
587,Sandy Sansing,Mazda,15941.666666666666,77447.0,CX-5,16000,JM3KE2CY8G0626419,2016,7257
588,Sandy Sansing,Ford,18435.714285714286,90827.0,Edge,16000,2FMPK3J92GBC40419,2016,7504
589,Sandy Sansing,Nissan,14925.0,15179.0,Sentra,16000,3N1AB7AP1JY312650,2018,8479
590,Sandy Sansing,Cadillac,12525.0,84512.0,SRX,16000,3GYFNCE34DS567644,2013,6455
591,Sandy Sansing,Jeep,14075.0,82480.0,Grand Cherokee,16000,1C4RJFAG2CC331961,2012,6270
592,Sandy Sansing,Nissan,17560.0,52411.0,Altima,16173,1N4AL3AP1JC475669,2018,8473
593,Sandy Sansing,Ford,16731.666666666668,34303.0,Fusion,16420,3FA6P0H77HR284655,2017,7623
594,Sandy Sansing,Buick,15679.545454545454,32875.0,Encore,16491,KL4CJASB5HB030359,2017,7659
595,Sandy Sansing,Ford,15255.0,21190.0,Focus,16491,1FADP3N22HL210379,2017,7825
596,Sandy Sansing,Nissan,22538.46153846154,43905.0,Altima,16499,1N4BL4BV3KC214259,2019,9215
597,Sandy Sansing,Ford,18207.8125,139485.0,F-150,16500,1FTFW1CT3DKF61212,2013,6567
598,Sandy Sansing,Chevrolet,14075.0,37452.0,Cruze,16500,3G1BE6SM8JS646483,2018,9033
599,Sandy Sansing,Hyundai,16163.636363636364,23995.0,Elantra,16500,5NPD84LF5KH482312,2019,9724
600,Sandy Sansing,Nissan,16296.875,34613.0,Sentra,16695,3N1AB7AP8KL624835,2019,9762
601,Sandy Sansing,Kia,,24382.0,Soul,16715,KNDJP3A59H7880372,2017,7740
602,Sandy Sansing,Buick,17527.272727272728,8008.0,Encore,16717,KL4CJASB8JB601607,2018,8957
603,Sandy Sansing,Ford,22141.666666666668,104403.0,Mustang,16725,1FATP8EM0F5351933,2015,7021
604,Sandy Sansing,Hyundai,13708.333333333334,17418.0,Elantra,16736,KMHD84LF2HU192832,2017,7556
605,Sandy Sansing,Hyundai,15750.0,55895.0,Santa Fe Sport,16800,5XYZT3LB5GG369714,2016,7411
606,Sandy Sansing,Mitsubishi,16552.272727272728,35838.0,Outlander Sport,16837,JA4AP4AU3KU013579,2019,9874
607,Sandy Sansing,Buick,15679.545454545454,14575.0,Encore,16876,KL4CJ1SB3HB089703,2017,7659
608,Sandy Sansing,Hyundai,13708.333333333334,16295.0,Elantra,16900,KMHD84LF8HU401555,2017,7556
609,Sandy Sansing,Hyundai,2600.0,7735.0,Elantra,16900,5NPD84LF6LH559268,2020,0
610,Sandy Sansing,Nissan,15421.42857142857,58978.0,Altima,16955,1N4AL3AP3HC271076,2017,7756
611,Sandy Sansing,Kia,17025.0,19298.0,Optima,16971,5XXGT4L31HG146288,2017,7630
612,Sandy Sansing,Nissan,16296.875,26924.0,Sentra,16990,3N1AB7AP5KY359276,2019,9762
613,Sandy Sansing,Nissan,16296.875,40418.0,Sentra,16990,3N1AB7AP0KL624411,2019,9762
614,Sandy Sansing,Nissan,13629.166666666666,22638.0,Sentra,16990,3N1AB7AP0HY250314,2017,7898
615,Sandy Sansing,Jeep,,51737.0,Renegade,16991,ZACCJBDT7GPC61835,2016,7462
616,Sandy Sansing,Kia,14700.0,13568.0,Forte,16991,3KPF24AD3KE014739,2019,9181
617,Sandy Sansing,BMW,17498.076923076922,46487.0,3 Series,16991,WBA3B1G54FNT63781,2015,6961
618,Sandy Sansing,Nissan,16458.333333333332,29773.0,Rogue Sport,16991,JN1BJ1CP7HW018222,2017,8095
619,Sandy Sansing,Nissan,,53706.0,JUKE,16995,JN8AF5MV1GT658199,2016,7390
620,Sandy Sansing,INFINITI,2600.0,64136.0,M37,16995,JN1BY1AP5CM333880,2012,0
621,Sandy Sansing,Hyundai,16163.636363636364,22397.0,Elantra,16995,5NPD84LF8KH453807,2019,9724
622,Sandy Sansing,Kia,14592.857142857143,34537.0,Soul,16995,KNDJP3A53J7611726,2018,8656
623,Sandy Sansing,Chevrolet,17854.166666666668,8365.0,Trax,16995,3GNCJLSBXKL376390,2019,9670
624,Sandy Sansing,Kia,17025.0,26493.0,Optima,16995,KNAGT4L3XH5174575,2017,7630
625,Sandy Sansing,Nissan,15421.42857142857,38513.0,Altima,17000,1N4AL3AP8HC274409,2017,7756
626,Sandy Sansing,Kia,19385.0,62991.0,Sorento,17000,5XYPG4A39GG053990,2016,7253
627,Sandy Sansing,Ford,16731.666666666668,33782.0,Fusion,17000,3FA6P0H77HR351612,2017,7623
628,Sandy Sansing,Kia,14700.0,19158.0,Forte,17000,3KPF24AD5KE044809,2019,9181
629,Sandy Sansing,Mazda,13175.0,48003.0,CX-5,17000,JM3KE2CY6F0532134,2015,7005
630,Sandy Sansing,Ford,16256.25,89398.0,Edge,17000,2FMTK3J89FBB05362,2015,7145
631,Sandy Sansing,Jeep,18314.285714285714,56254.0,Renegade,17000,ZACCJABB4JPJ29964,2018,8679
632,Sandy Sansing,Ford,13817.857142857143,116128.0,Explorer,17000,1FM5K8F85DGA41342,2013,6373
633,Sandy Sansing,MINI,11587.5,42176.0,Cooper Countryman,17000,WMWZC5C5XEWM17890,2014,6809
634,Sandy Sansing,Subaru,17825.0,66120.0,Legacy,17000,4S3BNAC64H3052743,2017,7699
635,Sandy Sansing,Ford,15831.25,122775.0,Explorer,17000,1FM5K7F8XFGB82534,2015,7009
636,Sandy Sansing,Buick,15809.375,33778.0,Regal,17204,2G4GS5GX1G9166130,2016,7363
637,Sandy Sansing,Nissan,20437.5,41951.0,Rogue,17207,KNMAT2MT5KP522841,2019,9761
638,Sandy Sansing,Hyundai,21662.5,37099.0,Sonata,17271,5NPE24AF3KH737385,2019,9823
639,Sandy Sansing,Hyundai,21233.928571428572,47630.0,Tucson,17289,KM8J23A42KU923248,2019,9265
640,Sandy Sansing,Toyota,17627.272727272728,16639.0,Corolla,17300,5YFBURHEXKP946455,2019,9266
641,Sandy Sansing,Dodge,18091.666666666668,20652.0,Grand Caravan,17323,2C4RDGCG6KR699396,2019,9639
642,Sandy Sansing,Chevrolet,16730.0,32304.0,Malibu,17425,1G1ZE5ST5HF104773,2017,7802
643,Sandy Sansing,Ford,16731.666666666668,20175.0,Fusion,17491,3FA6P0H79HR326520,2017,7623
644,Sandy Sansing,Chevrolet,15935.0,30734.0,Cruze,17498,1G1BE5SM8K7129808,2019,9566
645,Sandy Sansing,Toyota,15907.142857142857,25882.0,Corolla,17500,5YFBURHEXJP777603,2018,8238
646,Sandy Sansing,Toyota,17627.272727272728,13905.0,Corolla,17500,5YFBURHEXKP908742,2019,9266
647,Sandy Sansing,Chevrolet,16730.0,20853.0,Malibu,17500,1G1ZE5ST8HF163705,2017,7802
648,Sandy Sansing,Ford,16256.25,80465.0,Edge,17500,2FMTK4J94FBC18618,2015,7145
649,Sandy Sansing,Mitsubishi,16552.272727272728,36883.0,Outlander Sport,17554,JA4AP4AU0KU006475,2019,9874
650,Sandy Sansing,Kia,17645.833333333332,86185.0,Sportage,17592,KNDPN3AC3H7073702,2017,7557
651,Sandy Sansing,Kia,21320.833333333332,38573.0,Sportage,17608,KNDPM3AC7K7583108,2019,9637
652,Sandy Sansing,Chevrolet,16450.0,84250.0,Equinox,17620,2GNALCEK3H6269160,2017,7728
653,Sandy Sansing,Chevrolet,19395.833333333332,22859.0,Malibu,17625,1G1ZB5ST4KF130376,2019,9318
654,Sandy Sansing,Nissan,18752.5,69748.0,Rogue,17690,KNMAT2MT6JP570332,2018,8478
655,Sandy Sansing,Nissan,16296.875,36488.0,Sentra,17761,3N1AB7AP8KY300917,2019,9762
656,Sandy Sansing,Nissan,15421.42857142857,18204.0,Altima,17888,1N4AL3AP1HC246242,2017,7756
657,Sandy Sansing,Nissan,15421.42857142857,17981.0,Altima,17895,1N4AL3AP2HN310289,2017,7756
658,Sandy Sansing,Hyundai,22118.75,82918.0,Santa Fe,17907,KM8SM4HF1HU165312,2017,7631
659,Sandy Sansing,Hyundai,21662.5,36967.0,Sonata,17907,5NPE24AF5KH737999,2019,9823
660,Sandy Sansing,Dodge,14875.0,57033.0,Grand Caravan,17925,2C4RDGCG4HR799702,2017,7779
661,Sandy Sansing,MINI,,42368.0,Cooper Countryman,17988,WMWZB3C59GWR48704,2016,7468
662,Sandy Sansing,Toyota,2600.0,28063.0,Corolla,17990,JTDEPRAE5LJ017732,2020,0
663,Sandy Sansing,Toyota,2600.0,30596.0,Corolla,17990,5YFEPRAE9LP030009,2020,0
664,Sandy Sansing,Nissan,15421.42857142857,34595.0,Altima,17990,1N4AL3AP1HC223978,2017,7756
665,Sandy Sansing,INFINITI,2600.0,88597.0,QX56,17991,JN8AZ2NE1C9020370,2012,0
666,Sandy Sansing,Jeep,20538.88888888889,52364.0,Cherokee,17991,1C4PJLCBXJD587389,2018,8678
667,Sandy Sansing,Hyundai,16163.636363636364,20976.0,Elantra,17991,5NPD84LF1KH467788,2019,9724
668,Sandy Sansing,Chevrolet,16275.0,24651.0,Volt,17997,1G1RB6S57HU204398,2017,7636
669,Sandy Sansing,Toyota,15907.142857142857,30277.0,Corolla,18000,2T1BURHE9JC019087,2018,8238
670,Sandy Sansing,Buick,15679.545454545454,12201.0,Encore,18000,KL4CJASB1HB097797,2017,7659
671,Sandy Sansing,Chevrolet,16730.0,22279.0,Malibu,18000,1G1ZE5ST5HF135988,2017,7802
672,Sandy Sansing,Chevrolet,16450.0,25698.0,Equinox,18000,2GNALBEK8H1596550,2017,7728
673,Sandy Sansing,Hyundai,19150.0,51432.0,Santa Fe Sport,18000,5NMZU3LB2HH046869,2017,7632
674,Sandy Sansing,Buick,18760.714285714286,45165.0,Regal,18000,2G4GL5EX2H9198702,2017,7823
675,Sandy Sansing,Mazda,15941.666666666666,52139.0,CX-5,18000,JM3KE4CY7G0664736,2016,7257
676,Sandy Sansing,Nissan,17195.0,10109.0,Rogue,18000,5N1AT2MTXHC810799,2017,7760
677,Sandy Sansing,Kia,20666.666666666668,30233.0,Optima,18170,5XXGT4L36KG290331,2019,9271
678,Sandy Sansing,Ford,15770.0,0.0,Escape,18171,1FMCU0GD1HUD72974,2017,7588
679,Sandy Sansing,Ford,2600.0,42810.0,Fusion Hybrid,18207,3FA6P0LU5KR139148,2019,0
680,Sandy Sansing,Nissan,17560.0,44324.0,Altima,18222,1N4AL3APXJC281089,2018,8473
681,Sandy Sansing,Toyota,15907.142857142857,10169.0,Corolla,18250,5YFBURHE5JP784345,2018,8238
682,Sandy Sansing,Nissan,16812.5,45272.0,Quest,18322,JN8AE2KP2H9166236,2017,7897
683,Sandy Sansing,Toyota,18830.555555555555,40607.0,Camry,18369,4T1BF1FK8HU381053,2017,7762
684,Sandy Sansing,Toyota,2600.0,17622.0,Corolla,18421,5YFEPRAE8LP090041,2020,0
685,Sandy Sansing,Nissan,15421.42857142857,27490.0,Altima,18459,1N4AL3AP6HC156567,2017,7756
686,Sandy Sansing,BMW,14550.0,72238.0,X3,18488,5UXWX7C58EL984928,2014,6687
687,Sandy Sansing,Chevrolet,19556.666666666668,16599.0,Equinox,18493,2GNAXKEX4J6345615,2018,7991
688,Sandy Sansing,Jeep,20057.14285714286,12612.0,Renegade,18497,ZACNJABB0KPK83002,2019,9683
689,Sandy Sansing,Nissan,17560.0,50011.0,Altima,18500,1N4AL3AP1JC274998,2018,8473
690,Sandy Sansing,Hyundai,17362.5,23768.0,Tucson,18500,KM8J23A4XHU313803,2017,7736
691,Sandy Sansing,Hyundai,17362.5,11881.0,Tucson,18500,KM8J23A43HU519108,2017,7736
692,Sandy Sansing,Chevrolet,16450.0,35306.0,Equinox,18500,2GNALBEK3H1571572,2017,7728
693,Sandy Sansing,Volkswagen,14571.875,47506.0,Tiguan,18500,WVGAV7AX3GW603800,2016,7421
694,Sandy Sansing,Dodge,18091.666666666668,44443.0,Grand Caravan,18500,2C4RDGCG2KR692574,2019,9639
695,Sandy Sansing,Kia,2600.0,37054.0,Optima,18500,5XXGT4L3XLG385573,2020,0
696,Sandy Sansing,Kia,2600.0,41786.0,Optima,18500,5XXGT4L38LG384566,2020,0
697,Sandy Sansing,Kia,21200.0,25325.0,Sorento,18500,5XYPG4A3XHG226157,2017,7684
698,Sandy Sansing,Hyundai,14831.25,9510.0,Elantra,18500,KMHD84LF4JU595426,2018,8280
699,Sandy Sansing,Toyota,18830.555555555555,50096.0,Camry,18500,4T1BF1FK1HU795369,2017,7762
700,Sandy Sansing,Nissan,15421.42857142857,42542.0,Altima,18500,1N4AL3AP8HC129774,2017,7756
701,Sandy Sansing,Buick,17527.272727272728,24208.0,Encore,18500,KL4CJASB5JB547246,2018,8957
702,Sandy Sansing,Hyundai,17156.81818181818,29075.0,Sonata,18500,5NPE34AF2HH437083,2017,7737
703,Sandy Sansing,Hyundai,19606.666666666668,17529.0,Sonata,18520,5NPE24AF9JH649312,2018,8220
704,Sandy Sansing,Kia,,40501.0,Niro,18525,KNDCC3LC8H5072395,2017,7629
705,Sandy Sansing,Toyota,15907.142857142857,33814.0,Corolla,18566,5YFBURHE5JP816338,2018,8238
706,Sandy Sansing,Nissan,15421.42857142857,14010.0,Altima,18588,1N4AL3AP6HC122340,2017,7756
707,Sandy Sansing,Kia,15564.285714285714,31618.0,Optima,18700,5XXGU4L3XGG109557,2016,7317
708,Sandy Sansing,Ford,22250.0,60168.0,Taurus,18829,1FAHP2F88KG107451,2019,9672
709,Sandy Sansing,Toyota,18830.555555555555,37390.0,Camry,18858,4T1BF1FK2HU781576,2017,7762
710,Sandy Sansing,Kia,2600.0,38822.0,Optima,18863,5XXGT4L37LG385126,2020,0
711,Sandy Sansing,Nissan,15421.42857142857,30072.0,Altima,18900,1N4AL3AP6HC472292,2017,7756
712,Sandy Sansing,Nissan,22538.46153846154,37512.0,Altima,18900,1N4BL4BV9KC201757,2019,9215
713,Sandy Sansing,Chevrolet,20541.666666666668,54085.0,Impala,18925,2G11Z5SA8K9136892,2019,9317
714,Sandy Sansing,Chevrolet,19395.833333333332,50463.0,Malibu,18987,1G1ZD5ST6KF117462,2019,9318
715,Sandy Sansing,Honda,17922.5,12340.0,Fit,18990,3HGGK5H41KM723032,2019,9333
716,Sandy Sansing,Chevrolet,21620.0,27629.0,Equinox,18993,3GNAXKEV4KS559733,2019,9616
717,Sandy Sansing,Ford,,96288.0,Expedition,18994,1FMJU1J53EEF37685,2014,6792
718,Sandy Sansing,Nissan,17560.0,47563.0,Altima,18995,1N4AL3AP4JC141619,2018,8473
719,Sandy Sansing,Chevrolet,16450.0,23008.0,Equinox,18995,2GNALBEK0H1594310,2017,7728
720,Sandy Sansing,Toyota,17627.272727272728,28595.0,Corolla,18995,5YFBURHEXKP920177,2019,9266
721,Sandy Sansing,Land Rover,17150.0,100014.0,Range Rover Evoque,18995,SALVR2BG7EH863557,2014,6856
722,Sandy Sansing,Cadillac,16985.714285714286,70724.0,SRX,18998,3GYFNCE3XFS550964,2015,7039
723,Sandy Sansing,Chevrolet,10687.5,11382.0,Equinox,19000,1GNALDEKXEZ137406,2014,6778
724,Sandy Sansing,Mazda,14908.333333333334,23630.0,CX-3,19000,JM1DKBD7XG0117013,2016,7263
725,Sandy Sansing,Nissan,20437.5,44843.0,Rogue,19000,KNMAT2MT7KP511551,2019,9761
726,Sandy Sansing,Chevrolet,19395.833333333332,33312.0,Malibu,19000,1G1ZD5ST4KF112695,2019,9318
727,Sandy Sansing,Ford,19864.285714285714,16474.0,Escape,19000,1FMCU0F73KUA89706,2019,9654
728,Sandy Sansing,Nissan,17195.0,20775.0,Rogue,19000,KNMAT2MT0HP564536,2017,7760
729,Sandy Sansing,Honda,,78089.0,Odyssey,19065,5FNRL5H94EB062217,2014,6702
730,Sandy Sansing,Nissan,20437.5,30242.0,Rogue,19146,KNMAT2MT9KP507033,2019,9761
731,Sandy Sansing,Toyota,2600.0,10251.0,Corolla,19192,5YFEPRAE5LP075593,2020,0
732,Sandy Sansing,Nissan,22538.46153846154,35735.0,Altima,19197,1N4BL4BV2KC255143,2019,9215
733,Sandy Sansing,Nissan,23100.0,70103.0,Murano,19250,5N1AZ2MG7JN132279,2018,8476
734,Sandy Sansing,Chevrolet,16730.0,21571.0,Malibu,19287,1G1ZB5ST2HF239136,2017,7802
735,Sandy Sansing,Chevrolet,22434.821428571428,117370.0,Silverado 1500,19288,3GCPCPEC4EG497283,2014,6649
736,Sandy Sansing,Kia,15564.285714285714,28184.0,Optima,19300,5XXGU4L38GG081533,2016,7317
737,Sandy Sansing,Nissan,18752.5,18682.0,Rogue,19395,KNMAT2MT2JP581098,2018,8478
738,Sandy Sansing,Dodge,16541.666666666668,29887.0,Grand Caravan,19500,2C4RDGEG5JR219778,2018,8950
739,Sandy Sansing,Toyota,22533.333333333332,30268.0,Prius,19500,JTDKARFUXK3086147,2019,9774
740,Sandy Sansing,Nissan,2600.0,15844.0,Altima,19500,1N4BL4BV2LC130614,2020,0
741,Sandy Sansing,Ford,13845.0,29968.0,Escape,19650,1FMCU0J93GUA04430,2016,7388
742,Sandy Sansing,Nissan,22538.46153846154,28705.0,Altima,19659,1N4BL4BV7KC200378,2019,9215
743,Sandy Sansing,Jeep,20057.14285714286,28029.0,Renegade,19725,ZACNJABB4KPK52643,2019,9683
744,Sandy Sansing,Ram,,150075.0,1500,19725,1C6RR7FTXFS551743,2015,7186
745,Sandy Sansing,Mazda,20658.333333333332,36023.0,CX-5,19780,JM3KFABM3J1399230,2018,8816
746,Sandy Sansing,Nissan,17195.0,35608.0,Rogue,19790,JN8AT2MT7HW151894,2017,7760
747,Sandy Sansing,Chevrolet,21620.0,31712.0,Equinox,19800,3GNAXKEV9KS582358,2019,9616
748,Sandy Sansing,Hyundai,17362.5,26094.0,Tucson,19800,KM8J3CA45HU365630,2017,7736
749,Sandy Sansing,Nissan,20437.5,43946.0,Rogue,19881,KNMAT2MT6KP529684,2019,9761
750,Sandy Sansing,Nissan,17195.0,20633.0,Rogue,19888,5N1AT2MT7HC814616,2017,7760
751,Sandy Sansing,Kia,12441.666666666666,20538.0,Sportage,19900,KNDPC3AC0E7557571,2014,6908
752,Sandy Sansing,Kia,2600.0,31532.0,Optima,19900,5XXGT4L37LG386857,2020,0
753,Sandy Sansing,Jeep,25322.222222222223,78966.0,Grand Cherokee,19963,1C4RJEAG0GC386568,2016,7463
754,Sandy Sansing,Ford,18017.85714285714,15483.0,Escape,19978,1FMCU0F75JUB36538,2018,8673
755,Sandy Sansing,MINI,2600.0,42057.0,Clubman,19985,WMWLN5C52H2E32186,2017,0
756,Sandy Sansing,Chevrolet,2600.0,209819.0,Silverado 2500HD Built After Aug 14,19989,1GC1CUEG2FF617902,2015,0
757,Sandy Sansing,Mitsubishi,16552.272727272728,28044.0,Outlander Sport,19990,JA4AR3AU5KU013894,2019,9874
758,Sandy Sansing,Ford,14417.64705882353,110988.0,F-150,19991,1FTFW1CT5BFB14760,2011,6039
759,Sandy Sansing,Honda,2600.0,14837.0,Civic Sedan,19991,19XFC2F71JE014063,2018,0
760,Sandy Sansing,Jeep,21716.666666666668,81795.0,Grand Cherokee,19991,1C4RJEBGXFC677687,2015,7100
761,Sandy Sansing,Nissan,17560.0,17388.0,Altima,19995,1N4AL3AP1JC187604,2018,8473
762,Sandy Sansing,Nissan,17195.0,34111.0,Rogue,19995,JN8AT2MT8HW396509,2017,7760
763,Sandy Sansing,Nissan,20437.5,27300.0,Rogue,19995,JN8AT2MT4KW261647,2019,9761
764,Sandy Sansing,Chevrolet,2600.0,33795.0,Equinox,19995,2GNAXUEV7L6105763,2020,0
765,Sandy Sansing,Kia,21320.833333333332,9568.0,Sportage,19995,KNDPM3AC7K7614700,2019,9637
766,Sandy Sansing,Kia,2600.0,28929.0,Optima,19995,5XXGT4L39LG380896,2020,0
767,Sandy Sansing,Ford,16835.714285714286,26523.0,EcoSport,19995,MAJ6S3KL1KC267670,2019,9653
768,Sandy Sansing,Ford,19864.285714285714,25632.0,Escape,19995,1FMCU0G90KUB33760,2019,9654
769,Sandy Sansing,Nissan,15641.666666666666,21384.0,Kicks,19995,3N1CP5CUXJL525305,2018,9136
770,Sandy Sansing,Lexus,2600.0,77913.0,RX 350,19998,2T2ZK1BAXCC085321,2012,0
771,Sandy Sansing,Toyota,21483.928571428572,70021.0,RAV4,19998,2T3WFREV3HW380850,2017,7765
772,Sandy Sansing,Mazda,19540.625,27296.0,CX-5,20000,JM3KFABL0H0198375,2017,7745
773,Sandy Sansing,Dodge,,55241.0,Journey,20000,3C4PDCEG8HT619115,2017,7813
774,Sandy Sansing,Mazda,19540.625,45780.0,CX-5,20000,JM3KFABL0H0123823,2017,7745
775,Sandy Sansing,Nissan,16458.333333333332,12241.0,Rogue Sport,20000,JN1BJ1CP4HW025595,2017,8095
776,Sandy Sansing,Chevrolet,2600.0,38453.0,Bolt EV,20000,1G1FX6S04H4166556,2017,0
777,Sandy Sansing,Honda,18387.5,90571.0,Pilot,20000,5FNYF4H38FB048573,2015,7097
778,Sandy Sansing,Honda,2600.0,49556.0,Accord Sedan,20000,1HGCR2F53HA219365,2017,0
779,Sandy Sansing,Ford,21110.714285714286,31034.0,Edge,20000,2FMPK3G95HBC16902,2017,7735
780,Sandy Sansing,Hyundai,17362.5,34247.0,Tucson,20000,KM8J3CA23HU526068,2017,7736
781,Sandy Sansing,Chevrolet,2600.0,1711.0,Trax,20008,3GNCJLSB8LL220009,2020,0
782,Sandy Sansing,Nissan,20437.5,33116.0,Rogue,20355,JN8AT2MTXKW252130,2019,9761
783,Sandy Sansing,Chevrolet,2600.0,17034.0,Equinox,20491,3GNAXKEV1LL117374,2020,0
784,Sandy Sansing,Nissan,2600.0,34749.0,Altima,20500,1N4BL4BV8LC142153,2020,0
785,Sandy Sansing,Ford,18435.714285714286,37393.0,Edge,20500,2FMPK3J8XGBC34648,2016,7504
786,Sandy Sansing,Chevrolet,2600.0,6304.0,Malibu,20500,1G1ZB5ST0LF031572,2020,0
787,Sandy Sansing,Toyota,22533.333333333332,21108.0,Prius,20500,JTDKARFU9K3072868,2019,9774
788,Sandy Sansing,Subaru,17825.0,41135.0,Legacy,20504,4S3BNAS60H3055463,2017,7699
789,Sandy Sansing,Dodge,27862.5,73683.0,Charger,20525,2C3CDXHG1GH327688,2016,7454
790,Sandy Sansing,Chevrolet,16730.0,25444.0,Malibu,20574,1G1ZH5SX0HF260438,2017,7802
791,Sandy Sansing,BMW,17498.076923076922,38077.0,3 Series,20615,WBA3A5G54FNS85741,2015,6961
792,Sandy Sansing,Chevrolet,21620.0,25512.0,Equinox,20705,3GNAXLEX6KL116453,2019,9616
793,Sandy Sansing,Hyundai,17156.81818181818,28808.0,Sonata,20724,5NPE34AF6HH535355,2017,7737
794,Sandy Sansing,Dodge,18091.666666666668,30236.0,Grand Caravan,20725,2C4RDGEG6KR511196,2019,9639
795,Sandy Sansing,Jeep,18682.14285714286,24821.0,Compass,20725,3C4NJDBB1JT138658,2018,8681
796,Sandy Sansing,Jeep,16725.0,20784.0,Renegade,20725,ZACCJADB2HPE45700,2017,7742
797,Sandy Sansing,Dodge,18091.666666666668,38281.0,Grand Caravan,20725,2C4RDGEG7KR663360,2019,9639
798,Sandy Sansing,Ford,16332.5,38527.0,Focus,20730,1FADP3L9XJL226092,2018,8695
799,Sandy Sansing,Nissan,22538.46153846154,42667.0,Altima,20772,1N4BL4CVXKC125335,2019,9215
800,Sandy Sansing,Nissan,17560.0,22812.0,Altima,20788,1N4AL3AP4JC137182,2018,8473
801,Sandy Sansing,Chevrolet,19556.666666666668,38559.0,Equinox,20835,2GNAXSEV8J6116224,2018,7991
