,Dealer,Manufacturer,MarketValue,Mileage,Model,Price,VIN,Year,modelYearId
1120,Sandy Sansing,Nissan,28072.916666666668,67934.0,Titan XD,31350,1N6BA1F38HN572605,2017,7901
1121,Sandy Sansing,INFINITI,,24291.0,QX60,31458,5N1DL0MN4JC519949,2018,8961
1122,Sandy Sansing,Mercedes-Benz,,32360.0,SLK,31488,WDDPK5HA7GF116554,2016,7430
1123,Sandy Sansing,BMW,25825.0,36634.0,X3,31488,5UXWZ7C50H0V85897,2017,7694
1124,Sandy Sansing,GMC,27469.444444444445,51128.0,Sierra 1500,31500,1GTV2LEC0GZ392472,2016,7555
1125,Sandy Sansing,Chevrolet,29153.225806451614,37652.0,Silverado 1500,31500,1GCRCREC6HZ182073,2017,7788
1126,Sandy Sansing,Alfa Romeo,32525.0,19263.0,Stelvio,31525,ZASFAKPNXJ7B87347,2018,8053
1127,Sandy Sansing,Chevrolet,2600.0,17233.0,Blazer,31525,3GNKBDRSXLS531175,2020,0
1128,Sandy Sansing,Ram,28240.833333333332,30610.0,1500,31725,3C6RR6LT6HG592198,2017,7789
1129,Sandy Sansing,GMC,27469.444444444445,87727.0,Sierra 1500,31725,3GTP1NEC8GG279327,2016,7555
1130,Sandy Sansing,Chevrolet,29688.095238095237,22189.0,Colorado,31900,1GCGSBEN8K1186571,2019,9573
1131,Sandy Sansing,Dodge,2600.0,18278.0,Challenger,31988,2C3CDZBT5LH124749,2020,0
1132,Sandy Sansing,Dodge,26293.75,38847.0,Durango,31991,1C4RDJDG9HC847330,2017,7814
1133,Sandy Sansing,Chevrolet,29153.225806451614,75099.0,Silverado 1500,31991,3GCPCREC3HG116507,2017,7788
1134,Sandy Sansing,Lincoln,24209.375,20750.0,MKX,31991,2LMPJ6LR3HBL24207,2017,7713
1135,Sandy Sansing,Jaguar,24805.263157894737,30871.0,XE,31991,SAJAK4BV8HCP10712,2017,7282
1136,Sandy Sansing,Toyota,2600.0,14831.0,Tacoma 2WD,31991,5TFAX5GN9KX164713,2019,0
1137,Sandy Sansing,Ford,26625.0,25211.0,Explorer,32000,1FM5K7FHXHGC10254,2017,7733
1138,Sandy Sansing,Toyota,28380.555555555555,79526.0,4Runner,32000,JTEBU5JR9G5306937,2016,7492
1139,Sandy Sansing,GMC,2600.0,6549.0,Canyon,32000,1GTG5BEA8L1109978,2020,0
1140,Sandy Sansing,Chevrolet,26456.666666666668,51996.0,Colorado,32014,1GCGTDEN8H1332923,2017,7871
1141,Sandy Sansing,INFINITI,39290.0,91401.0,QX80,32156,JN8AZ2NF1H9644136,2017,7837
1142,Sandy Sansing,Chevrolet,28477.272727272728,46310.0,Traverse,32250,1GNEVJKW4JJ248222,2018,8072
1143,Sandy Sansing,GMC,2600.0,12182.0,Sierra 1500 Limited,32300,2GTR1LEC6K1179760,2019,0
1144,Sandy Sansing,GMC,2600.0,16568.0,Sierra 1500 Limited,32300,2GTR1LEC4K1178221,2019,0
1145,Sandy Sansing,GMC,2600.0,15448.0,Sierra 1500 Limited,32300,2GTR1LECXK1178787,2019,0
1146,Sandy Sansing,GMC,2600.0,11462.0,Sierra 1500 Limited,32300,2GTR1LEC9K1178845,2019,0
1147,Sandy Sansing,Chevrolet,28477.272727272728,60486.0,Traverse,32312,1GNEVHKW2JJ210738,2018,8072
1148,Sandy Sansing,BMW,25500.0,16692.0,X2,32488,WBXYJ3C38JEJ81492,2018,9114
1149,Sandy Sansing,BMW,25282.69230769231,37624.0,3 Series,32488,WBA8B3G31HNU35703,2017,7710
1150,Sandy Sansing,GMC,23809.615384615383,36068.0,Acadia,32499,1GKKNPLS1HZ268454,2017,7615
1151,Sandy Sansing,Ram,30664.204545454544,34910.0,1500,32500,1C6RR6LTXJS123775,2018,8947
1152,Sandy Sansing,Chrysler,23135.0,27572.0,Pacifica,32525,2C4RC1N77JR359363,2018,8975
1153,Sandy Sansing,Toyota,30789.70588235294,38004.0,Highlander,32603,5TDYZRFH0JS271472,2018,8993
1154,Sandy Sansing,Chevrolet,25718.75,62416.0,Camaro,32680,1G1FH1R71G0175868,2016,7396
1155,Sandy Sansing,Chrysler,25841.666666666668,44939.0,Pacifica,32725,2C4RC1GG4KR590929,2019,9627
1156,Sandy Sansing,Dodge,40681.25,40600.0,Challenger,32736,2C3CDZBT1KH655364,2019,9625
1157,Sandy Sansing,Acura,,40475.0,MDX,32935,5J8YD3H59JL001187,2018,8394
1158,Sandy Sansing,BMW,31950.0,27199.0,X2,32985,WBXYJ3C51K5N58649,2019,9674
1159,Sandy Sansing,BMW,25282.69230769231,40268.0,3 Series,32985,WBA8B3G54HNU35566,2017,7710
1160,Sandy Sansing,Chevrolet,2600.0,16274.0,Colorado,32987,1GCGSCEN7L1129009,2020,0
1161,Sandy Sansing,Lincoln,24209.375,15243.0,MKX,32991,2LMPJ6LR7HBL47098,2017,7713
1162,Sandy Sansing,Lincoln,27309.375,7609.0,Continental,32991,1LN6L9SK3H5602177,2017,7338
1163,Sandy Sansing,Lincoln,24209.375,29210.0,MKX,32991,2LMPJ6LR9HBL14541,2017,7713
1164,Sandy Sansing,Chevrolet,31433.796296296296,59932.0,Silverado 1500,33000,3GCPCREC3JG145009,2018,8753
1165,Sandy Sansing,Lexus,,14109.0,IS,33000,JTHBA1D28K5085651,2019,9743
1166,Sandy Sansing,Ram,28240.833333333332,31925.0,1500,33000,1C6RR6TT6HS629291,2017,7789
1167,Sandy Sansing,Chevrolet,26456.666666666668,35836.0,Colorado,33000,1GCGTDEN4H1179165,2017,7871
1168,Sandy Sansing,Ram,30664.204545454544,25486.0,1500,33000,3C6RR6KT5JG269610,2018,8947
1169,Sandy Sansing,Ram,25197.58064516129,99844.0,1500,33000,1C6RR7YT4GS106302,2016,7543
1170,Sandy Sansing,Chrysler,2600.0,5917.0,Pacifica,33250,2C4RC1BG3LR165999,2020,0
1171,Sandy Sansing,Nissan,26712.5,9472.0,Titan,33455,1N6AA1EK8HN531363,2017,7634
1172,Sandy Sansing,Chevrolet,29153.225806451614,34318.0,Silverado 1500,33495,1GCVKREH9HZ353542,2017,7788
1173,Sandy Sansing,Chevrolet,31433.796296296296,48232.0,Silverado 1500,33800,1GCVKREC0JZ313568,2018,8753
1174,Sandy Sansing,Chevrolet,29153.225806451614,21964.0,Silverado 1500,33818,1GCVKREH4HZ170310,2017,7788
1175,Sandy Sansing,Nissan,33483.333333333336,16811.0,Titan,33855,1N6AA1EK8KN517048,2019,9763
1176,Sandy Sansing,Nissan,26915.625,25897.0,Murano,33900,5N1AZ2MS2KN139677,2019,9758
1177,Sandy Sansing,Ford,2600.0,76951.0,Expedition EL,33950,1FMJK1KT3HEA45584,2017,0
1178,Sandy Sansing,Toyota,30339.772727272728,78431.0,Tacoma,33962,5TFCZ5AN1HX083354,2017,7761
1179,Sandy Sansing,Chevrolet,29153.225806451614,87773.0,Silverado 1500,33978,3GCUKREC6HG192132,2017,7788
1180,Sandy Sansing,Dodge,33694.444444444445,36494.0,Durango,33990,1C4RDJDG3KC651682,2019,9626
1181,Sandy Sansing,Buick,2600.0,29820.0,Enclave,33995,5GAERBKW4LJ103592,2020,0
1182,Sandy Sansing,Dodge,40681.25,17047.0,Challenger,33995,2C3CDZBT3KH639358,2019,9625
1183,Sandy Sansing,Chevrolet,29153.225806451614,57132.0,Silverado 1500,34000,3GCUKRECXHG271299,2017,7788
1184,Sandy Sansing,Nissan,38241.666666666664,40762.0,Armada,34044,JN8AY2NC3K9584814,2019,9755
1185,Sandy Sansing,Ram,25197.58064516129,40832.0,1500,34102,1C6RR7NT1GS363812,2016,7543
1186,Sandy Sansing,Ford,2600.0,125898.0,Super Duty F-250 SRW,34190,1FT7W2BT8GED26383,2016,0
1187,Sandy Sansing,Nissan,33483.333333333336,15428.0,Titan,34250,1N6AA1EK8KN505501,2019,9763
1188,Sandy Sansing,Toyota,2600.0,16477.0,Tacoma 2WD,34263,3TMAZ5CN5KM097310,2019,0
1189,Sandy Sansing,Chrysler,25841.666666666668,17880.0,Pacifica,34525,2C4RC1GG2KR681777,2019,9627
1190,Sandy Sansing,Ram,2600.0,9078.0,1500 Classic,34725,1C6RR6TT8LS135832,2020,0
1191,Sandy Sansing,Alfa Romeo,36705.0,25184.0,Giulia,34725,ZARFANBN3K7617020,2019,9628
1192,Sandy Sansing,Chevrolet,2600.0,21224.0,Silverado 1500,34800,1GCRWCED8LZ176135,2020,0
1193,Sandy Sansing,Ford,33840.625,42585.0,F-150,34819,1FTEW1EP1HFB32418,2017,7787
1194,Sandy Sansing,Nissan,2600.0,9307.0,NV Passenger,34900,5BZBF0AA0KN852773,2019,0
1195,Sandy Sansing,Ford,34787.5,34905.0,F-150,34988,1FTEW1CP9JFD79386,2018,8096
1196,Sandy Sansing,Jeep,39634.09090909091,31500.0,Grand Cherokee,34990,1C4RJFBG4KC724468,2019,9682
1197,Sandy Sansing,Chevrolet,28238.095238095237,28475.0,Colorado,35000,1GCGTDEN4J1230167,2018,8873
1198,Sandy Sansing,Ford,34787.5,35616.0,F-150,35055,1FTEW1CB3JKE79141,2018,8096
1199,Sandy Sansing,Ram,2600.0,4458.0,1500 Classic,35250,1C6RR6TT8LS134907,2020,0
1200,Sandy Sansing,BMW,36520.0,20909.0,3 Series,35288,WBA5R1C53KFH26816,2019,9668
1201,Sandy Sansing,BMW,36520.0,20818.0,3 Series,35288,WBA5R1C58KFH01488,2019,9668
1202,Sandy Sansing,Chevrolet,29153.225806451614,15337.0,Silverado 1500,35359,1GCVKREC5HZ200743,2017,7788
1203,Sandy Sansing,BMW,36520.0,20061.0,3 Series,35488,WBA5R1C51KFH11330,2019,9668
1204,Sandy Sansing,BMW,37677.083333333336,10518.0,4 Series,35488,WBA4J1C55KBM18621,2019,9294
1205,Sandy Sansing,Nissan,26712.5,50037.0,Titan,35500,1N6AA1E54HN508902,2017,7634
1206,Sandy Sansing,Chevrolet,2600.0,23970.0,Silverado 1500,35500,1GCRWCED0LZ164187,2020,0
1207,Sandy Sansing,Ford,38535.795454545456,28.0,F-150,35586,1FTEW1C54KKC37843,2019,9675
1208,Sandy Sansing,Ford,26952.777777777777,30274.0,Mustang,35900,1FA6P8CF5H5305521,2017,7717
1209,Sandy Sansing,BMW,36520.0,20594.0,3 Series,35985,WBA5R1C50KFH26918,2019,9668
1210,Sandy Sansing,Toyota,27687.5,41167.0,Tacoma,35988,5TFGZ5AN7GX032831,2016,7270
1211,Sandy Sansing,Chevrolet,31917.5,23712.0,Blazer,35989,3GNKBDRS9KS644162,2019,9615
1212,Sandy Sansing,Land Rover,33000.0,30578.0,Range Rover Evoque,35991,SALVR2BG6HH190510,2017,7650
1213,Sandy Sansing,Jeep,39634.09090909091,22903.0,Grand Cherokee,35991,1C4RJFBG4KC756658,2019,9682
1214,Sandy Sansing,Toyota,37470.454545454544,35008.0,4Runner,35991,JTEBU5JR6K5645535,2019,9770
1215,Sandy Sansing,Ram,,26572.0,1500 Classic,35991,1C6RR6TT5KS657638,2019,9685
1216,Sandy Sansing,BMW,36520.0,20713.0,3 Series,35998,WBA5R1C52KFH11241,2019,9668
1217,Sandy Sansing,BMW,36520.0,15869.0,3 Series,35998,WBA5R1C52KAK12630,2019,9668
1218,Sandy Sansing,BMW,37179.166666666664,52188.0,X5,35998,5UXKR2C38H0X05977,2017,7793
1219,Sandy Sansing,Toyota,30339.772727272728,32200.0,Tacoma,36000,3TMCZ5AN0HM087840,2017,7761
1220,Sandy Sansing,Ford,38535.795454545456,19521.0,F-150,36000,1FTEW1CP3KKC00980,2019,9675
1221,Sandy Sansing,Chevrolet,28238.095238095237,15505.0,Colorado,36000,1GCGTDEN8J1281932,2018,8873
1222,Sandy Sansing,Toyota,34261.76470588235,23074.0,Highlander,36005,5TDJGRFHXKS053760,2019,9772
1223,Sandy Sansing,Chevrolet,31433.796296296296,10116.0,Silverado 1500,36427,3GCPCREC4JG488525,2018,8753
1224,Sandy Sansing,Ford,38535.795454545456,9391.0,F-150,36456,1FTEW1CP7KFC97383,2019,9675
1225,Sandy Sansing,BMW,36520.0,20162.0,3 Series,36488,WBA5R1C59KAK12348,2019,9668
1226,Sandy Sansing,GMC,30288.88888888889,94710.0,Sierra 1500,36497,3GTU2NEC7HG112667,2017,7596
1227,Sandy Sansing,Toyota,30339.772727272728,57072.0,Tacoma,36500,5TFCZ5AN2HX111467,2017,7761
1228,Sandy Sansing,Chevrolet,29153.225806451614,28469.0,Silverado 1500,36500,1GCVKREC3HZ282200,2017,7788
1229,Sandy Sansing,Nissan,26915.625,8400.0,Murano,36500,5N1AZ2MJ3KN133071,2019,9758
1230,Sandy Sansing,Ford,2600.0,26354.0,F-150,36500,1FTEW1C45LFA22196,2020,0
1231,Sandy Sansing,Cadillac,2600.0,20208.0,XT4,36899,1GYFZCR47LF036173,2020,0
1232,Sandy Sansing,BMW,33047.916666666664,26935.0,4 Series,36985,WBA4J5C57JBF06594,2018,8156
1233,Sandy Sansing,Ford,26625.0,31947.0,Explorer,36991,1FM5K8HT2HGD00151,2017,7733
1234,Sandy Sansing,Ram,,46349.0,1500 Classic,36994,1C6RR7LT5KS702602,2019,9685
1235,Sandy Sansing,Nissan,30779.166666666668,60138.0,Armada,37000,JN8AY2NE1H9702756,2017,7628
1236,Sandy Sansing,Ram,,39006.0,1500 Classic,37000,1C6RR7TT3KS566759,2019,9685
1237,Sandy Sansing,Ram,2600.0,22579.0,1500,37000,1C6RREDT7LN121265,2020,0
1238,Sandy Sansing,BMW,2600.0,22350.0,X3,37588,5UXTY3C07LLU72832,2020,0
1239,Sandy Sansing,Chevrolet,26481.81818181818,28436.0,Silverado 1500,37650,3GCUKREC2GG350058,2016,7512
1240,Sandy Sansing,Chevrolet,39582.73809523809,28097.0,Silverado 1500,37813,3GCPWCED0KG107851,2019,9174
1241,Sandy Sansing,Volvo,38358.333333333336,25574.0,XC60,37885,LYV102RK0JB086869,2018,8176
1242,Sandy Sansing,BMW,36520.0,21396.0,3 Series,37889,WBA5R7C51KFH28082,2019,9668
1243,Sandy Sansing,Nissan,26915.625,4205.0,Murano,37900,5N1AZ2MJ8KN117898,2019,9758
1244,Sandy Sansing,BMW,36520.0,19790.0,3 Series,37998,WBA5R7C52KFH29726,2019,9668
1245,Sandy Sansing,BMW,28797.916666666668,44942.0,4 Series,37998,WBA4U7C5XH5D43404,2017,7711
1246,Sandy Sansing,GMC,32937.5,37004.0,Sierra 1500,38000,3GTU2MEC0JG183998,2018,8878
1247,Sandy Sansing,Ram,2600.0,15333.0,1500 Classic,38000,1C6RR7TT3LS101805,2020,0
1248,Sandy Sansing,Ford,33840.625,32744.0,F-150,38000,1FTEW1EF6HFA07423,2017,7787
1249,Sandy Sansing,Chevrolet,2600.0,14000.0,Blazer,38000,3GNKBERS6LS554510,2020,0
1250,Sandy Sansing,Chevrolet,31433.796296296296,18637.0,Silverado 1500,38023,1GCVKREC5JZ361454,2018,8753
1251,Sandy Sansing,Chevrolet,2600.0,16083.0,Silverado 1500,38055,1GCRYDED5LZ143027,2020,0
1252,Sandy Sansing,Ford,2600.0,15503.0,F-150,38250,1FTEW1C5XLFA22106,2020,0
1253,Sandy Sansing,Chevrolet,39582.73809523809,59684.0,Silverado 1500,38483,1GCPWDED1KZ117388,2019,9174
1254,Sandy Sansing,BMW,38525.0,21358.0,X3,38488,5UXTR7C54KLR53748,2019,9293
1255,Sandy Sansing,Mercedes-Benz,51145.454545454544,27342.0,E-Class,38488,WDDZF4JB5JA341537,2018,8112
1256,Sandy Sansing,GMC,30288.88888888889,30117.0,Sierra 1500,38500,1GTV2NEC8HZ258872,2017,7596
1257,Sandy Sansing,Dodge,2600.0,20329.0,Durango,38525,1C4RDJDG9LC184303,2020,0
1258,Sandy Sansing,Toyota,2600.0,40707.0,Tundra 4WD,38675,5TFUW5F18HX677460,2017,0
1259,Sandy Sansing,Toyota,,69370.0,Tundra,38822,5TFDW5F10JX697613,2018,8136
1260,Sandy Sansing,Chevrolet,31433.796296296296,85573.0,Silverado 1500,38827,3GCUKREC9JG641597,2018,8753
1261,Sandy Sansing,Toyota,34525.0,64033.0,4Runner,38832,JTEBU5JR5J5486960,2018,8855
1262,Sandy Sansing,BMW,38525.0,19479.0,X3,38885,5UXTR7C53KLF26161,2019,9293
1263,Sandy Sansing,BMW,38525.0,21213.0,X3,38889,5UXTR7C5XKLR53883,2019,9293
1264,Sandy Sansing,Jeep,2600.0,35729.0,Grand Cherokee,38891,1C4RJEBG5LC128264,2020,0
1265,Sandy Sansing,Chevrolet,29153.225806451614,12765.0,Silverado 1500,38962,1GCVKREC8HZ347512,2017,7788
1266,Sandy Sansing,Ford,33840.625,65374.0,F-150,38989,1FTFW1EG1HFC08806,2017,7787
1267,Sandy Sansing,Ford,28668.75,26535.0,Explorer,38991,1FM5K8HT3JGC40158,2018,8233
1268,Sandy Sansing,Ford,34787.5,16621.0,F-150,38991,1FTEW1E56JFE73902,2018,8096
1269,Sandy Sansing,Ford,38535.795454545456,39205.0,F-150,38994,1FTEW1EB3KFC12167,2019,9675
1270,Sandy Sansing,GMC,30288.88888888889,55593.0,Sierra 1500,39000,3GTU2NECXHG391306,2017,7596
1271,Sandy Sansing,Chevrolet,29153.225806451614,42245.0,Silverado 1500,39000,1GCUKREC8HF231210,2017,7788
1272,Sandy Sansing,Dodge,2600.0,7921.0,Durango,39036,1C4RDHDG9LC301628,2020,0
1273,Sandy Sansing,Nissan,33483.333333333336,11881.0,Titan,39288,1N6AA1EJ4KN525039,2019,9763
1274,Sandy Sansing,Chevrolet,2600.0,39193.0,Silverado 1500,39365,3GCPWCED4LG158092,2020,0
1275,Sandy Sansing,Ram,36929.46428571428,88006.0,3500,39434,3C63R3GL6JG134178,2018,8949
1276,Sandy Sansing,Jeep,2600.0,14788.0,Wrangler Unlimited,39500,1C4HJXDN4LW172709,2020,0
1277,Sandy Sansing,Ram,30664.204545454544,16429.0,1500,39725,1C6RR6LM6KS500029,2018,8947
1278,Sandy Sansing,Chevrolet,40809.375,80336.0,Suburban,39750,1GNSCJKC5HR148639,2017,7730
1279,Sandy Sansing,GMC,2600.0,35019.0,Acadia,39867,1GKKNPLS6LZ135701,2020,0
1280,Sandy Sansing,BMW,2600.0,25484.0,X3,39885,5UXTY3C0XLLU69665,2020,0
1281,Sandy Sansing,BMW,38525.0,20523.0,X3,39885,5UXTR7C52KLR52081,2019,9293
1282,Sandy Sansing,BMW,38525.0,19587.0,X3,39998,5UXTR7C51KLR51617,2019,9293
1283,Sandy Sansing,BMW,38525.0,13329.0,X3,39998,5UXTR7C51KLR51844,2019,9293
1284,Sandy Sansing,Chevrolet,39582.73809523809,8529.0,Silverado 1500,40000,3GCPWBEF0KG295489,2019,9174
1285,Sandy Sansing,Chevrolet,29153.225806451614,54149.0,Silverado 1500,40000,3GCUKRECXHG456033,2017,7788
1286,Sandy Sansing,Chevrolet,31433.796296296296,7191.0,Silverado 1500,40000,3GCUKPEC3JG599190,2018,8753
1287,Sandy Sansing,Chevrolet,2600.0,25198.0,Silverado 1500,40000,3GCPWCED7LG135373,2020,0
1288,Sandy Sansing,Chevrolet,2600.0,11451.0,Silverado 1500,40000,3GCPWCED9LG111530,2020,0
1289,Sandy Sansing,Chevrolet,2600.0,9316.0,Silverado 1500,40300,1GCRYDED4LZ151040,2020,0
1290,Sandy Sansing,Ram,34592.41071428572,19412.0,1500,40325,1C6SRFFT3KN839415,2019,9178
1291,Sandy Sansing,Toyota,45196.875,29930.0,Sequoia,40585,5TDBY5G10KS169786,2019,9775
1292,Sandy Sansing,Ford,2600.0,19348.0,F-150,40620,1FTEW1E56LFA20236,2020,0
1293,Sandy Sansing,Chevrolet,39582.73809523809,29420.0,Silverado 1500,40631,1GCPWCED5KZ178978,2019,9174
1294,Sandy Sansing,Chevrolet,29153.225806451614,32493.0,Silverado 1500,40632,3GCUKREC8HG319155,2017,7788
1295,Sandy Sansing,Ford,2600.0,7033.0,Explorer,40881,1FMSK8DHXLGB65238,2020,0
1296,Sandy Sansing,BMW,2600.0,8643.0,X3,40988,5UXTY3C06LLU69923,2020,0
1297,Sandy Sansing,Ford,34787.5,21067.0,F-150,40991,1FTEW1EP3JFD60135,2018,8096
1298,Sandy Sansing,Ford,38535.795454545456,18396.0,F-150,41250,1FTEW1CP1KFA39263,2019,9675
1299,Sandy Sansing,Chevrolet,37837.5,67285.0,Tahoe,41500,1GNSKBKC3HR247937,2017,7729
1300,Sandy Sansing,GMC,32937.5,9083.0,Sierra 1500,41549,1GTR1NEC1JZ264040,2018,8878
1301,Sandy Sansing,GMC,2600.0,16455.0,Sierra 1500,41675,1GTP8BEKXLZ122054,2020,0
1302,Sandy Sansing,Ram,34592.41071428572,34126.0,1500,41725,1C6SRFFT8KN783259,2019,9178
1303,Sandy Sansing,Lexus,35912.5,32913.0,GX,41988,JTJBM7FX9H5172338,2017,7726
1304,Sandy Sansing,Lexus,35912.5,38624.0,GX,41988,JTJBM7FX2H5176697,2017,7726
1305,Sandy Sansing,Chevrolet,,73667.0,Silverado 2500HD,41991,1GC1KYE8XDF187407,2013,6426
1306,Sandy Sansing,BMW,,40416.0,X5,41998,5UXKR0C51J0X93136,2018,8553
1307,Sandy Sansing,BMW,2600.0,20495.0,X3,41998,5UXTY3C06L9B95249,2020,0
1308,Sandy Sansing,Chevrolet,36825.0,58050.0,Suburban,41998,1GNSCJKCXGR249920,2016,7377
1309,Sandy Sansing,Lexus,35912.5,31773.0,GX,42000,JTJBM7FXXH5158903,2017,7726
1310,Sandy Sansing,Lexus,2600.0,43219.0,LS 460,42000,JTHGL5EF4F5055528,2015,0
1311,Sandy Sansing,Ford,38535.795454545456,17773.0,F-150,42000,1FTEW1CP5KKC30837,2019,9675
1312,Sandy Sansing,Ford,33840.625,40869.0,F-150,42013,1FTEW1EG9HFB20632,2017,7787
1313,Sandy Sansing,Ford,34787.5,20885.0,F-150,42175,1FTEW1EG8JFA91792,2018,8096
1314,Sandy Sansing,Lexus,,27902.0,RX,42500,JTJGZKCA6J2003038,2018,8982
1315,Sandy Sansing,Ford,34787.5,24052.0,F-150,42500,1FTEW1E5XJKF19061,2018,8096
1316,Sandy Sansing,Chevrolet,39582.73809523809,1656.0,Silverado 1500,42500,3GCPWCED6KG291435,2019,9174
1317,Sandy Sansing,Chevrolet,39582.73809523809,10799.0,Silverado 1500,42500,1GCPWCED4KZ131408,2019,9174
1318,Sandy Sansing,GMC,30288.88888888889,33097.0,Sierra 1500,42500,3GTU2NEC8HG366324,2017,7596
1319,Sandy Sansing,Jeep,2600.0,7760.0,Wrangler Unlimited,42525,1C4HJXEN7LW168491,2020,0
1320,Sandy Sansing,Jeep,2600.0,17706.0,Wrangler Unlimited,42888,1C4BJWFG4HL594194,2017,0
1321,Sandy Sansing,Volvo,41809.09090909091,42578.0,XC90,42991,YV4A22PL2J1324165,2018,8988
1322,Sandy Sansing,Audi,38145.0,25535.0,Q7,42998,WA1LHAF73JD028752,2018,8336
1323,Sandy Sansing,Chevrolet,39582.73809523809,4981.0,Silverado 1500,43000,1GCRYEED8KZ366781,2019,9174
1324,Sandy Sansing,Chevrolet,29153.225806451614,38134.0,Silverado 1500,43500,3GCUKSEC7HG198075,2017,7788
1325,Sandy Sansing,Nissan,33483.333333333336,2941.0,Titan,43500,1N6AA1E57KN530206,2019,9763
1326,Sandy Sansing,Chevrolet,29153.225806451614,13379.0,Silverado 1500,43500,3GCUKREC5HG307836,2017,7788
1327,Sandy Sansing,Nissan,33483.333333333336,5282.0,Titan,43500,1N6AA1E53KN522569,2019,9763
1328,Sandy Sansing,Ram,34592.41071428572,17332.0,1500,43725,1C6SRFFT5KN599266,2019,9178
1329,Sandy Sansing,Ram,2600.0,13744.0,1500,43725,1C6RREFTXLN250940,2020,0
1330,Sandy Sansing,Dodge,2600.0,10871.0,Durango,43725,1C4SDJCT1LC253288,2020,0
1331,Sandy Sansing,Chevrolet,31433.796296296296,23062.0,Silverado 1500,43990,3GCUKSEC8JG448283,2018,8753
1332,Sandy Sansing,Chevrolet,29153.225806451614,49150.0,Silverado 1500,43991,3GCUKSEC1HG170496,2017,7788
1333,Sandy Sansing,Toyota,2600.0,25812.0,Tundra 2WD,44000,5TFEY5F15LX256951,2020,0
1334,Sandy Sansing,Jeep,2600.0,21790.0,Wrangler Unlimited,44000,1C4HJXEN7LW184531,2020,0
1335,Sandy Sansing,Chevrolet,44720.833333333336,40033.0,Tahoe,44500,1GNSKBKCXKR391542,2019,9618
1336,Sandy Sansing,GMC,32937.5,51572.0,Sierra 1500,44649,3GTU2NEC1JG381513,2018,8878
1337,Sandy Sansing,Chevrolet,2600.0,15937.0,Silverado 1500,44681,3GCUYDED3LG111753,2020,0
1338,Sandy Sansing,Ram,34592.41071428572,60360.0,1500,44925,1C6SRFJT3KN822458,2019,9178
1339,Sandy Sansing,BMW,37179.166666666664,27806.0,X5,44988,5UXKT0C34H0S81252,2017,7793
1340,Sandy Sansing,Chevrolet,29153.225806451614,44842.0,Silverado 1500,44989,3GCUKSEC6HG341095,2017,7788
1341,Sandy Sansing,Chevrolet,29153.225806451614,29588.0,Silverado 1500,44991,3GCUKTECXHG327559,2017,7788
1342,Sandy Sansing,Audi,2600.0,33018.0,SQ5,44998,WA1A4AFY3J2014485,2018,0
1343,Sandy Sansing,Nissan,38241.666666666664,22955.0,Armada,45000,JN8AY2NF6K9350452,2019,9755
1344,Sandy Sansing,GMC,30288.88888888889,34264.0,Sierra 1500,45000,3GTU2PEJ6HG475634,2017,7596
1345,Sandy Sansing,Chevrolet,39582.73809523809,11845.0,Silverado 1500,45000,3GCPWCEDXKG101149,2019,9174
1346,Sandy Sansing,Chevrolet,,24704.0,Corvette,45083,1G1YD2D76F5106807,2015,7065
1347,Sandy Sansing,Chevrolet,2600.0,16339.0,Tahoe,45098,1GNSCBKC4LR179377,2020,0
1348,Sandy Sansing,Chevrolet,29688.095238095237,8547.0,Colorado,45500,1GCGTEEN8K1331171,2019,9573
1349,Sandy Sansing,Chevrolet,2600.0,11454.0,Silverado 1500,45501,1GCUYDED3LZ169037,2020,0
1350,Sandy Sansing,Dodge,27085.714285714286,87303.0,Challenger,45615,2C3CDZC94FH773627,2015,7016
1351,Sandy Sansing,Chevrolet,2600.0,37739.0,Suburban,45834,1GNSCHKC9LR117329,2020,0
1352,Sandy Sansing,Chevrolet,37837.5,24324.0,Tahoe,45989,1GNSCBKC1HR238859,2017,7729
1353,Sandy Sansing,GMC,33920.833333333336,42123.0,Yukon XL,45995,1GKS1HKJ5GR348848,2016,7372
1354,Sandy Sansing,Chevrolet,2600.0,10085.0,Traverse,46000,1GNEVNKW9LJ155559,2020,0
1355,Sandy Sansing,Chevrolet,2600.0,38928.0,Suburban,46115,1GNSCHKC6LR108541,2020,0
1356,Sandy Sansing,Volvo,2600.0,5741.0,XC60,46588,YV4102DLXL1487451,2020,0
1357,Sandy Sansing,Chevrolet,29153.225806451614,13890.0,Silverado 1500,46621,3GCUKSEC2HG118875,2017,7788
1358,Sandy Sansing,Chevrolet,39582.73809523809,14852.0,Silverado 1500,46710,1GCUYEED4KZ103729,2019,9174
1359,Sandy Sansing,Ford,2600.0,9093.0,F-150,46750,1FTEW1E56LFA64320,2020,0
1360,Sandy Sansing,Chevrolet,,24527.0,SS,46863,6G3F15RW1HL300848,2017,7981
1361,Sandy Sansing,BMW,2600.0,20889.0,5 Series,46988,WBAJS1C03LCD85900,2020,0
1362,Sandy Sansing,Toyota,2600.0,9990.0,Tundra 4WD,46991,5TFDW5F14KX817785,2019,0
1363,Sandy Sansing,Ford,2600.0,35012.0,Super Duty F-250 SRW,46991,1FT7W2BT9KEC31193,2019,0
1364,Sandy Sansing,Chevrolet,2600.0,39304.0,Tahoe,46997,1GNSCBKC7LR101269,2020,0
